"","classes","sdg1_weight","sdg2_weight","sdg3_weight","sdg4_weight","sdg5_weight","sdg6_weight","sdg7_weight","sdg8_weight","sdg9_weight","sdg10_weight","sdg11_weight","sdg12_weight","sdg13_weight","sdg14_weight","sdg15_weight","sdg16_weight","sdg17_weight","total_weight"
"2483","HMGT-540",2.02,NA,NA,NA,NA,NA,NA,6.35,0.78,NA,NA,NA,NA,NA,NA,NA,NA,9.15
"2484","HMGT-565",0.37,NA,NA,NA,NA,NA,NA,1.81,0.56,0.66,NA,NA,NA,NA,NA,NA,NA,3.4
"2485","HMGT-570",NA,NA,NA,NA,NA,NA,NA,0.59,0.7,NA,NA,NA,NA,NA,NA,NA,1,2.29
"2486","HMGT-575",0.37,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,1,2.38
"2487","HMGT-600",0.26,NA,NA,NA,NA,NA,NA,1.07,NA,0.66,NA,NA,NA,NA,NA,NA,NA,1.99
"2488","HMGT-601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,0.59
"2489","HMGT-602",1.09,NA,NA,NA,NA,NA,NA,4.79,0.55,NA,NA,0.43,0.45,NA,NA,NA,NA,7.31
"2490","HMGT-603",0.16,NA,NA,NA,NA,NA,NA,0.16,0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.46
"2491","HP-200",0.37,NA,5.22,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,5.87
"2492","HP-230",0.48,2.26,5.22,NA,NA,NA,NA,0.33,NA,NA,NA,NA,0.26,NA,NA,NA,NA,8.55
"2493","HP-270",0.9,0.29,8.96,NA,0.29,NA,NA,1.48,0.35,0.44,NA,NA,0.52,NA,NA,NA,NA,13.23
"2494","HP-290",0.37,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.95
"2495","HP-300",0.37,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,0.39,NA,NA,NA,NA,1.04
"2496","HP-320",NA,NA,5.22,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,5.84
"2497","HP-340",0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37
"2498","HP-350",0.37,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,1,2.2
"2499","HP-365",1.31,NA,NA,NA,NA,NA,NA,5.99,0.28,0.97,1.14,NA,NA,NA,NA,1.03,NA,10.72
"2500","HP-370",0.37,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.22
"2501","HP-402",0.37,NA,NA,NA,8.39,NA,NA,0.59,0.42,0.44,NA,NA,NA,NA,NA,NA,1,11.21
"2502","HP-405",0.37,0.29,6.7,NA,1.86,NA,NA,0.33,0.28,NA,0.6,NA,0.26,NA,NA,1.19,NA,11.88
"2503","HP-408",0.98,0.07,0.63,0.33,NA,0.54,0.38,3.11,0.42,NA,2.14,3.03,2.54,0.39,1.79,NA,1,17.35
"2504","HP-409",NA,NA,NA,NA,NA,1.07,0.38,2.09,0.28,NA,NA,4.11,3.27,0.39,2.36,NA,NA,13.95
"2505","HP-410",NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47,NA,9.76
"2506","HP-420",1.18,NA,NA,NA,18.54,NA,NA,NA,0.56,9.01,NA,NA,NA,NA,0.43,NA,NA,29.72
"2507","HP-421",0.37,NA,NA,0.4,0.81,0.47,0.38,1.68,0.28,NA,0.11,3.03,2.54,0.39,1.79,6.79,NA,19.04
"2508","HP-431",0.73,0.94,0.84,10.72,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,13.51
"2509","HP-432",NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94
"2510","HP-440",0.46,NA,NA,NA,NA,NA,NA,NA,0.28,NA,0.16,NA,NA,0.08,NA,NA,NA,0.98
"2511","HP-442",0.22,0.29,10,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,1,12.41
"2512","HP-446",0.37,NA,NA,NA,0.18,0.94,NA,2.57,3.55,0.27,NA,0.64,0.26,0.45,NA,0.79,NA,10.02
"2513","HP-448",0.37,NA,0.09,NA,NA,18.44,1.52,8.82,0.28,NA,0.95,5.89,47.55,1.94,3.22,NA,NA,89.07
"2514","HP-450",0.37,NA,5.22,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,5.87
"2515","HP-460",0.37,NA,NA,NA,0.53,NA,NA,0.59,0.42,0.53,0.65,NA,NA,NA,NA,NA,1,4.09
"2516","HP-470",0.37,NA,7.73,NA,NA,0.47,0.38,2.01,NA,NA,0.57,3.03,3.19,0.39,1.79,NA,1,20.93
"2517","HRM-500",0.9,NA,NA,0.13,NA,NA,NA,1.15,0.28,NA,NA,0.07,NA,NA,NA,NA,NA,2.53
"2518","HRM-505",0.22,0.57,NA,NA,NA,NA,0.99,1.07,2.83,NA,0.49,5.28,1.02,NA,0.62,NA,NA,13.09
"2519","HRM-510",0.95,NA,NA,0.67,NA,NA,NA,0.9,0.14,0.53,NA,NA,0.39,NA,NA,NA,NA,3.58
"2520","HRM-515",NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,1.11
"2521","HRM-520",0.22,NA,NA,0.47,NA,0.13,NA,1.64,NA,NA,0.17,0.21,NA,NA,NA,NA,1,3.84
"2522","HRM-525",0.89,NA,NA,0.13,NA,NA,NA,2.38,0.28,NA,NA,0.07,NA,NA,NA,NA,NA,3.75
"2523","HRM-530",NA,NA,NA,NA,NA,NA,NA,1,1.88,NA,NA,NA,NA,NA,NA,NA,1,3.88
"2524","HRM-535",0.22,NA,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"2525","HRM-540",NA,NA,NA,NA,NA,NA,NA,1.13,0.28,NA,NA,NA,NA,NA,NA,NA,NA,1.41
"2526","HRM-545",NA,NA,NA,NA,0.78,NA,NA,1.15,NA,1.13,NA,0.72,0.26,NA,0.57,0.2,NA,4.81
"2527","HRM-550",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,0.39,NA,NA,NA,1,2.4
"2528","HRM-555",NA,NA,NA,0.4,NA,NA,NA,2.37,0.14,NA,NA,0.07,NA,NA,NA,NA,NA,2.98
"2529","HUC-427",NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,0.57
"2530","HUC-531",NA,NA,NA,0.13,NA,NA,NA,1.66,0.42,0.66,NA,0.07,NA,NA,NA,NA,1,3.94
"2531","HUC-540",NA,NA,NA,0.2,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36
"2532","HUC-544",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,1,2.01
"2533","IDSN-505",NA,NA,NA,NA,NA,NA,NA,0.82,3.12,NA,NA,NA,NA,NA,0.43,NA,NA,4.37
"2534","IDSN-510",NA,NA,NA,NA,NA,NA,NA,0.82,3.47,NA,NA,NA,NA,NA,NA,NA,NA,4.29
"2535","IDSN-515",NA,NA,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,NA,NA,NA,NA,NA,4.65
"2536","IDSN-520",NA,NA,NA,0.47,NA,NA,NA,0.82,3.54,NA,0.72,NA,NA,NA,NA,NA,NA,5.55
"2537","IDSN-525",NA,NA,NA,0.6,NA,NA,NA,1.15,3.47,NA,NA,NA,NA,NA,NA,NA,NA,5.22
"2538","IDSN-530",NA,NA,NA,0.4,NA,NA,NA,0.82,4.92,NA,NA,NA,NA,NA,NA,NA,NA,6.14
"2539","IDSN-540",NA,NA,NA,NA,NA,NA,NA,0.59,2.85,NA,NA,NA,NA,NA,NA,NA,1,4.44
"2540","IDSN-545",NA,NA,NA,NA,NA,NA,NA,0.82,3.12,NA,NA,NA,NA,NA,NA,NA,1,4.94
"2541","IDSN-550",0.05,NA,NA,0.8,NA,NA,NA,0.65,2.42,NA,NA,NA,NA,NA,NA,NA,1,4.92
"2542","IDSN-560",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"2543","IDSN-570",NA,NA,NA,NA,NA,NA,NA,0.33,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.43
"2544","IDSN-585",NA,NA,NA,NA,NA,NA,NA,0.82,5.34,NA,NA,NA,NA,NA,NA,NA,2,8.16
"2545","IML-104",NA,NA,NA,0.4,NA,NA,NA,0.43,1.1,NA,1.37,NA,NA,NA,NA,NA,NA,3.3
"2546","IML-140",NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,0.77
"2547","IML-201",NA,NA,NA,0.4,NA,NA,NA,1.39,2.16,0.44,0.49,NA,NA,NA,NA,NA,NA,4.88
"2548","IML-202",NA,NA,NA,NA,NA,NA,NA,0.59,1.6,NA,0.49,NA,NA,NA,NA,NA,2,4.68
"2549","IML-203",NA,NA,NA,NA,NA,NA,NA,NA,1.87,NA,NA,NA,NA,NA,0.36,NA,NA,2.23
"2550","IML-230",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"2551","IML-288",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"2552","IML-295",0.45,NA,NA,NA,9.97,NA,NA,NA,NA,2.21,0.49,NA,NA,NA,NA,NA,NA,13.12
"2553","IML-300",NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,1,1.76
"2554","IML-309",NA,NA,NA,NA,NA,NA,NA,NA,1.31,NA,0.65,NA,NA,NA,NA,NA,NA,1.96
"2555","IML-310",NA,NA,NA,NA,NA,NA,NA,0.59,0.7,NA,NA,NA,NA,NA,NA,NA,1,2.29
"2556","IML-328",0.27,NA,NA,1.6,NA,NA,NA,0.16,1.04,NA,0.49,NA,NA,NA,NA,NA,NA,3.56
"2557","IML-335",NA,NA,NA,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA,NA,2.36
"2558","IML-340",0.36,NA,NA,10.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.08
"2559","IML-346",NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,1,1.63
"2560","IML-354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,0.57
"2561","IML-365",0.28,NA,NA,NA,NA,NA,NA,NA,0.14,NA,2.19,0.07,NA,NA,NA,NA,NA,2.68
"2562","IML-385",0.9,NA,NA,NA,NA,NA,NA,NA,1.11,NA,0.57,0.29,NA,NA,0.07,1.03,NA,3.97
"2563","IML-400",NA,NA,NA,NA,NA,NA,NA,0.59,2.3,NA,NA,NA,NA,NA,NA,NA,1,3.89
"2564","IML-404",NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"2565","IML-419",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,0.49,NA,NA,NA,NA,NA,1,3.3
"2566","IML-420",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,1.29
"2567","IML-422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2568","IML-428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2569","IML-430",NA,NA,NA,NA,NA,NA,NA,NA,1.53,NA,NA,NA,NA,NA,NA,NA,NA,1.53
"2570","IML-435",NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,1.46
"2571","IML-436",NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.72,NA,NA,NA,NA,NA,NA,1.62
"2572","IML-441",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,2,2.35
"2573","IML-444",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,2,2.48
"2574","IML-454",NA,NA,NA,NA,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA,NA,2.58
"2575","IML-456",NA,NA,NA,NA,0.47,NA,NA,NA,1.45,NA,NA,0.14,NA,NA,0.57,NA,NA,2.63
"2576","IML-458",NA,0.42,NA,0.87,NA,0.14,NA,NA,NA,NA,0.32,0.28,NA,NA,0.72,NA,NA,2.75
"2577","IML-466",NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"2578","IML-475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"2579","IML-477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2580","IML-481",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"2581","IML-501",NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.66,1.78,NA,NA,NA,NA,NA,NA,3.82
"2582","IML-520",NA,NA,NA,0.6,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.95
"2583","IML-521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"2584","IML-535",0.9,NA,NA,NA,NA,NA,NA,NA,0.63,NA,0.49,NA,0.39,NA,NA,NA,NA,2.41
"2585","IML-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"2586","IML-600",NA,NA,NA,NA,NA,NA,NA,1.39,0.28,0.44,1.21,NA,NA,NA,NA,NA,NA,3.32
"2587","IML-601",NA,NA,NA,NA,NA,NA,NA,1.39,0.83,0.44,1.14,NA,NA,NA,NA,NA,1,4.8
"2588","IML-603",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,1,2.83
"2589","IML-605",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.57,NA,NA,NA,NA,NA,NA,0.92
"2590","INF-250",NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,NA,NA,NA,NA,NA,NA,NA,3.62
"2591","INF-510",NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,0.42
"2592","INF-519",0.56,NA,NA,0.4,NA,NA,NA,NA,2.29,NA,NA,NA,0.43,NA,NA,0.49,1,5.17
"2593","INF-523",0.23,NA,NA,0.4,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,2.36
"2594","INF-525",0.23,NA,NA,NA,NA,NA,NA,0.59,2.22,NA,NA,NA,NA,NA,NA,NA,1,4.04
"2595","INF-526",0.56,NA,NA,1.2,NA,NA,NA,0.59,2.22,NA,NA,NA,NA,NA,NA,1.18,1,6.75
"2596","INF-528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,1.66,NA,NA,2.47
"2597","INF-529",0.45,NA,NA,NA,0.29,NA,NA,NA,2.32,NA,NA,NA,NA,NA,0.57,NA,NA,3.63
"2598","INF-549",NA,NA,NA,0.4,NA,NA,NA,NA,1.39,NA,NA,0.57,NA,NA,NA,NA,NA,2.36
"2599","INF-550",NA,NA,NA,0.47,NA,NA,NA,NA,2.09,NA,NA,NA,NA,NA,NA,NA,NA,2.56
"2600","INF-551",NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,1.73
"2601","INF-552",NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA,NA,1.32
"2602","INF-553",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"2603","INF-554",NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"2604","INF-555",NA,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,1.31
"2605","INF-556",NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA,NA,NA,NA,NA,NA,2.22
"2606","INF-558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2607","INF-559",NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,1.73
"2608","INF-560",NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,NA,NA,NA,NA,NA,NA,4,5.04
"2609","INF-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"2610","INTD-500",NA,NA,NA,3.42,NA,NA,NA,NA,0.9,NA,NA,0.29,NA,NA,0.07,0.69,1,6.37
"2611","INTD-504",NA,NA,39.56,0.4,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,40.24
"2612","INTD-522",NA,NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95
"2613","INTD-531",NA,NA,NA,0.4,NA,0.47,0.38,1.68,0.76,NA,NA,3.03,2.54,0.39,1.79,NA,1,12.44
"2614","INTD-549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2615","INTD-561",NA,NA,NA,0.4,NA,NA,NA,NA,0.35,NA,NA,NA,NA,0.32,0.43,NA,NA,1.5
"2616","INTD-572",0.37,0.29,10.18,0.4,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,12.21
"2617","INTD-573",0.37,0.29,9.09,0.4,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,11.12
"2618","INTD-574",NA,NA,5.22,0.4,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,1,7.24
"2619","INTD-577",NA,NA,NA,4.91,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,1,6.26
"2620","INTD-600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"2621","INTD-620",NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,1,1.56
"2622","IR-101",NA,NA,NA,NA,NA,NA,NA,2.31,0.77,0.44,NA,NA,0.26,NA,NA,NA,1,4.78
"2623","IR-210",NA,NA,NA,0.47,NA,NA,NA,0.59,0.42,NA,0.72,NA,NA,NA,NA,NA,1,3.2
"2624","IR-211",NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,1,1.55
"2625","IR-212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,1,1.72
"2626","IR-213",1.3,NA,NA,NA,NA,NA,NA,7.39,1.7,3.87,NA,NA,0.26,NA,NA,1.03,NA,15.55
"2627","IR-303",NA,NA,NA,0.6,NA,NA,NA,0.33,0.48,NA,NA,NA,NA,NA,NA,NA,NA,1.41
"2628","IR-304",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,0.82
"2629","IR-305",0.36,NA,NA,0.2,NA,NA,NA,3.69,1.07,5.41,0.81,0.72,0.26,NA,2.23,0.2,NA,14.95
"2630","IR-306",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.3,NA,0.75
"2631","IR-307",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,1.33,NA,1.78
"2632","IR-308",1.25,NA,NA,NA,0.29,NA,NA,5.42,0.28,0.44,NA,NA,0.26,NA,NA,NA,NA,7.94
"2633","IR-310",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,0.3,1,2.07
"2634","IR-317",0.76,NA,NA,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,1.03,NA,3.43
"2635","IR-322",0.94,NA,NA,NA,NA,NA,NA,13.4,2.27,NA,NA,NA,NA,NA,NA,NA,1,17.61
"2636","IR-323",0.58,0.64,NA,0.13,0.18,NA,NA,2.47,NA,1.15,0.49,1.29,1.22,1.35,6.58,0.3,NA,16.38
"2637","IR-324",NA,0.36,NA,NA,0.18,NA,NA,0.56,5.06,0.27,NA,NA,NA,NA,NA,1.33,NA,7.76
"2638","IR-325",2.56,NA,NA,NA,0.53,NA,NA,2.72,0.84,2.78,NA,NA,0.26,NA,NA,NA,1,10.69
"2639","IR-326",1.94,NA,NA,0.2,NA,NA,6.93,7.63,1.07,NA,NA,NA,1.79,NA,NA,1.03,NA,20.59
"2640","IR-328",1.25,NA,NA,NA,0.29,NA,NA,6.76,0.77,0.44,NA,0.07,0.52,NA,NA,1.03,NA,11.13
"2641","IR-329",NA,NA,NA,NA,NA,NA,NA,2.71,0.28,0.66,NA,NA,0.26,NA,NA,NA,NA,3.91
"2642","IR-330",0.36,NA,NA,NA,0.18,NA,NA,2.65,0.35,0.27,NA,NA,NA,NA,NA,0.3,NA,4.11
"2643","IR-331",0.36,NA,NA,NA,NA,NA,NA,1.97,2.16,NA,NA,NA,0.26,NA,NA,NA,NA,4.75
"2644","IR-333",1.27,NA,NA,0.33,0.41,NA,NA,5.42,0.76,0.8,0.24,NA,NA,NA,NA,8.75,NA,17.98
"2645","IR-339",1.5,0.29,4.01,NA,NA,NA,NA,0.66,NA,0.88,5.32,0.14,0.26,NA,0.14,1.29,NA,14.49
"2646","IR-340",3.95,0.94,NA,0.8,0.53,NA,NA,15.52,3.02,2.78,1.62,0.72,NA,NA,0.57,1.03,1,32.48
"2647","IR-341",0.33,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,1,1.68
"2648","IR-342",0.27,NA,NA,NA,0.18,0.6,0.76,0.33,0.56,0.27,NA,0.36,0.38,NA,NA,0.5,NA,4.21
"2649","IR-344",0.18,NA,NA,NA,0.18,NA,NA,0.16,0.49,0.27,NA,NA,NA,NA,NA,0.3,NA,1.58
"2650","IR-345",1.27,NA,NA,NA,NA,NA,NA,4.6,0.28,NA,NA,NA,NA,NA,NA,1.03,NA,7.18
"2651","IR-346",0.94,NA,NA,NA,NA,NA,NA,4.6,0.28,NA,NA,NA,NA,NA,NA,NA,NA,5.82
"2652","IR-360",1.17,NA,NA,NA,NA,NA,NA,4.6,0.28,NA,NA,NA,NA,NA,NA,1.03,NA,7.08
"2653","IR-362",NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,0.83
"2654","IR-363",1.66,12.73,NA,NA,NA,NA,0.6,11.65,1.03,0.88,NA,NA,NA,NA,0.5,1.03,2,32.08
"2655","IR-364",1.3,NA,NA,NA,NA,NA,NA,11.32,0.98,NA,NA,NA,NA,NA,NA,1.03,1,15.63
"2656","IR-365",NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,1.54,NA,1.99
"2657","IR-366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2658","IR-368",0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,1.05
"2659","IR-370",0.59,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.26,NA,NA,NA,NA,1.51
"2660","IR-371",0.13,NA,NA,NA,0.18,NA,NA,0.33,NA,1.15,NA,NA,0.26,NA,NA,2.76,NA,4.81
"2661","IR-381",0.23,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.72,NA,NA,NA,NA,NA,NA,1.3
"2662","IR-382",NA,0.57,NA,NA,NA,NA,0.99,1.33,3.53,NA,NA,6.07,1.28,NA,1.55,NA,1,16.32
"2663","IR-383",0.23,NA,NA,NA,0.18,NA,NA,NA,0.35,0.27,NA,NA,NA,NA,NA,0.3,NA,1.33
"2664","IR-384",0.23,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,0.3,NA,0.98
"2665","IR-385",0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"2666","IR-389",0.33,NA,NA,NA,NA,NA,0.56,NA,NA,7.89,1.29,NA,NA,NA,NA,NA,NA,10.07
"2667","IR-391",NA,NA,NA,0.4,NA,NA,NA,1.39,0.55,0.44,NA,NA,NA,NA,NA,NA,2,4.78
"2668","IR-392",NA,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,1,1.77
"2669","IR-402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2670","IR-407",1.27,NA,NA,NA,NA,NA,NA,4.6,0.28,NA,NA,NA,NA,NA,NA,1.03,NA,7.18
"2671","IR-408",NA,NA,NA,NA,NA,NA,NA,0.33,0.14,NA,NA,0.07,0.26,NA,NA,1.24,NA,2.04
"2672","IR-412",NA,NA,NA,0.4,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,1,2.92
"2673","IR-413",NA,NA,NA,0.4,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,1,2.92
"2674","IR-422",0.23,0.43,NA,NA,0.18,0.47,0.38,2.83,NA,0.27,NA,4.32,3.37,0.84,3.94,0.79,NA,18.05
"2675","IR-424",0.94,NA,NA,NA,0.18,NA,NA,4.6,0.28,6.44,0.57,NA,NA,NA,NA,1.33,NA,14.34
"2676","IR-427",1.53,1.32,NA,NA,NA,NA,NA,6.76,0.28,0.88,NA,NA,NA,NA,NA,NA,1,11.77
"2677","IR-430",1.58,NA,NA,NA,0.47,NA,NA,8.4,0.28,0.71,NA,0.72,0.26,NA,0.57,1.33,NA,14.32
"2678","IR-431",1.38,0.14,NA,NA,0.29,NA,NA,6.82,0.28,1.93,0.33,NA,0.52,NA,NA,0.2,NA,11.89
"2679","IR-437",NA,NA,NA,NA,NA,NA,NA,0.33,NA,0.71,0.72,NA,0.26,NA,NA,0.69,NA,2.71
"2680","IR-439",0.36,NA,NA,NA,0.18,NA,NA,2.65,0.55,0.27,0.72,NA,NA,NA,NA,1.33,NA,6.06
"2681","IR-443",0.33,NA,NA,NA,0.18,NA,NA,NA,NA,0.27,NA,0.21,NA,NA,NA,0.3,NA,1.29
"2682","IR-449",0.31,NA,NA,NA,0.29,NA,NA,1.41,0.42,0.44,NA,NA,0.26,NA,NA,1.03,2,6.16
"2683","IR-455",0.58,NA,NA,NA,NA,NA,NA,1.64,NA,0.53,NA,NA,NA,NA,NA,1.03,NA,3.78
"2684","IR-491",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,1,2.83
"2685","IRAN-120",NA,NA,NA,1.71,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,3.54
"2686","IRAN-150",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"2687","IRAN-220",NA,NA,NA,1.71,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,3.54
